personid,gendername,racename,statename,incomebracket,lifeexp,year
607,Female,White,Iowa,1to25000,79,2014
608,Female,White,Iowa,1to25000,79,2015
609,Female,White,Iowa,1to25000,79,2016
610,Female,White,Iowa,1to25000,79,2017
611,Female,White,Iowa,25000to50000,81,2008
612,Female,White,Iowa,25000to50000,81,2009
613,Female,White,Iowa,25000to50000,81,2010
614,Female,White,Iowa,25000to50000,81,2011
615,Female,White,Iowa,25000to50000,81,2012
616,Female,White,Iowa,25000to50000,81,2013
617,Female,White,Iowa,25000to50000,81,2014
618,Female,White,Iowa,25000to50000,81,2015
619,Female,White,Iowa,25000to50000,81,2016
620,Female,White,Iowa,25000to50000,81,2017
621,Female,White,Iowa,50001to75000,82,2008
622,Female,White,Iowa,50001to75000,82,2009
623,Female,White,Iowa,50001to75000,82,2010
624,Female,White,Iowa,50001to75000,82,2011
625,Female,White,Iowa,50001to75000,82,2012
626,Female,White,Iowa,50001to75000,82,2013
627,Female,White,Iowa,50001to75000,82,2014
628,Female,White,Iowa,50001to75000,82,2015
629,Female,White,Iowa,50001to75000,82,2016
630,Female,White,Iowa,50001to75000,82,2017
631,Female,White,Iowa,75001andmore,83,2008
632,Female,White,Iowa,75001andmore,83,2009
633,Female,White,Iowa,75001andmore,83,2010
634,Female,White,Iowa,75001andmore,83,2011
635,Female,White,Iowa,75001andmore,83,2012
636,Female,White,Iowa,75001andmore,83,2013
637,Female,White,Iowa,75001andmore,83,2014
638,Female,White,Iowa,75001andmore,83,2015
639,Female,White,Iowa,75001andmore,83,2016
640,Female,White,Iowa,75001andmore,83,2017
641,Female,White,Kansas,1to25000,79,2008
642,Female,White,Kansas,1to25000,79,2009
643,Female,White,Kansas,1to25000,79,2010
644,Female,White,Kansas,1to25000,79,2011
645,Female,White,Kansas,1to25000,79,2012
646,Female,White,Kansas,1to25000,79,2013
647,Female,White,Kansas,1to25000,79,2014
648,Female,White,Kansas,1to25000,79,2015
649,Female,White,Kansas,1to25000,79,2016
650,Female,White,Kansas,1to25000,79,2017
651,Female,White,Kansas,25000to50000,80,2008
652,Female,White,Kansas,25000to50000,80,2009
653,Female,White,Kansas,25000to50000,80,2010
654,Female,White,Kansas,25000to50000,80,2011
655,Female,White,Kansas,25000to50000,80,2012
656,Female,White,Kansas,25000to50000,80,2013
657,Female,White,Kansas,25000to50000,80,2014
658,Female,White,Kansas,25000to50000,80,2015
659,Female,White,Kansas,25000to50000,80,2016
660,Female,White,Kansas,25000to50000,80,2017
661,Female,White,Kansas,50001to75000,81,2008
662,Female,White,Kansas,50001to75000,81,2009
663,Female,White,Kansas,50001to75000,81,2010
664,Female,White,Kansas,50001to75000,81,2011
665,Female,White,Kansas,50001to75000,81,2012
666,Female,White,Kansas,50001to75000,81,2013
667,Female,White,Kansas,50001to75000,81,2014
668,Female,White,Kansas,50001to75000,81,2015
669,Female,White,Kansas,50001to75000,81,2016
670,Female,White,Kansas,50001to75000,81,2017
671,Female,White,Kansas,75001andmore,82,2008
672,Female,White,Kansas,75001andmore,82,2009
673,Female,White,Kansas,75001andmore,82,2010
674,Female,White,Kansas,75001andmore,82,2011
675,Female,White,Kansas,75001andmore,82,2012
676,Female,White,Kansas,75001andmore,82,2013
677,Female,White,Kansas,75001andmore,82,2014
678,Female,White,Kansas,75001andmore,82,2015
679,Female,White,Kansas,75001andmore,82,2016
680,Female,White,Kansas,75001andmore,82,2017
681,Female,White,Kentucky,1to25000,78,2008
682,Female,White,Kentucky,1to25000,78,2009
683,Female,White,Kentucky,1to25000,78,2010
684,Female,White,Kentucky,1to25000,78,2011
685,Female,White,Kentucky,1to25000,78,2012
686,Female,White,Kentucky,1to25000,78,2013
687,Female,White,Kentucky,1to25000,78,2014
688,Female,White,Kentucky,1to25000,78,2015
689,Female,White,Kentucky,1to25000,78,2016
690,Female,White,Kentucky,1to25000,78,2017
691,Female,White,Kentucky,25000to50000,80,2008
692,Female,White,Kentucky,25000to50000,80,2009
693,Female,White,Kentucky,25000to50000,80,2010
694,Female,White,Kentucky,25000to50000,80,2011
695,Female,White,Kentucky,25000to50000,80,2012
696,Female,White,Kentucky,25000to50000,80,2013
697,Female,White,Kentucky,25000to50000,80,2014
698,Female,White,Kentucky,25000to50000,80,2015
699,Female,White,Kentucky,25000to50000,80,2016
700,Female,White,Kentucky,25000to50000,80,2017
701,Female,White,Kentucky,50001to75000,80,2008
702,Female,White,Kentucky,50001to75000,80,2009
703,Female,White,Kentucky,50001to75000,80,2010
704,Female,White,Kentucky,50001to75000,80,2011
705,Female,White,Kentucky,50001to75000,80,2012
706,Female,White,Kentucky,50001to75000,80,2013
707,Female,White,Kentucky,50001to75000,80,2014
708,Female,White,Kentucky,50001to75000,80,2015
709,Female,White,Kentucky,50001to75000,80,2016
710,Female,White,Kentucky,50001to75000,80,2017
711,Female,White,Kentucky,75001andmore,81,2008
712,Female,White,Kentucky,75001andmore,81,2009
713,Female,White,Kentucky,75001andmore,81,2010
714,Female,White,Kentucky,75001andmore,81,2011
715,Female,White,Kentucky,75001andmore,81,2012
716,Female,White,Kentucky,75001andmore,81,2013
717,Female,White,Kentucky,75001andmore,81,2014
718,Female,White,Kentucky,75001andmore,81,2015
719,Female,White,Kentucky,75001andmore,81,2016
720,Female,White,Kentucky,75001andmore,81,2017
721,Female,White,Louisiana,1to25000,78,2008
722,Female,White,Louisiana,1to25000,78,2009
723,Female,White,Louisiana,1to25000,78,2010
724,Female,White,Louisiana,1to25000,78,2011
725,Female,White,Louisiana,1to25000,78,2012
726,Female,White,Louisiana,1to25000,78,2013
727,Female,White,Louisiana,1to25000,78,2014
728,Female,White,Louisiana,1to25000,78,2015
729,Female,White,Louisiana,1to25000,78,2016
730,Female,White,Louisiana,1to25000,78,2017
731,Female,White,Louisiana,25000to50000,79,2008
732,Female,White,Louisiana,25000to50000,79,2009
733,Female,White,Louisiana,25000to50000,79,2010
734,Female,White,Louisiana,25000to50000,79,2011
735,Female,White,Louisiana,25000to50000,79,2012
736,Female,White,Louisiana,25000to50000,79,2013
737,Female,White,Louisiana,25000to50000,79,2014
738,Female,White,Louisiana,25000to50000,79,2015
739,Female,White,Louisiana,25000to50000,79,2016
740,Female,White,Louisiana,25000to50000,79,2017
741,Female,White,Louisiana,50001to75000,79,2008
742,Female,White,Louisiana,50001to75000,79,2009
743,Female,White,Louisiana,50001to75000,79,2010
744,Female,White,Louisiana,50001to75000,79,2011
745,Female,White,Louisiana,50001to75000,79,2012
746,Female,White,Louisiana,50001to75000,79,2013
747,Female,White,Louisiana,50001to75000,79,2014
748,Female,White,Louisiana,50001to75000,79,2015
749,Female,White,Louisiana,50001to75000,79,2016
750,Female,White,Louisiana,50001to75000,79,2017
751,Female,White,Louisiana,75001andmore,80,2008
752,Female,White,Louisiana,75001andmore,80,2009
753,Female,White,Louisiana,75001andmore,80,2010
754,Female,White,Louisiana,75001andmore,80,2011
755,Female,White,Louisiana,75001andmore,80,2012
756,Female,White,Louisiana,75001andmore,80,2013
757,Female,White,Louisiana,75001andmore,80,2014
758,Female,White,Louisiana,75001andmore,80,2015
759,Female,White,Louisiana,75001andmore,80,2016
760,Female,White,Louisiana,75001andmore,80,2017
761,Female,White,Maine,1to25000,79,2008
762,Female,White,Maine,1to25000,79,2009
763,Female,White,Maine,1to25000,79,2010
764,Female,White,Maine,1to25000,79,2011
765,Female,White,Maine,1to25000,79,2012
766,Female,White,Maine,1to25000,79,2013
767,Female,White,Maine,1to25000,79,2014
768,Female,White,Maine,1to25000,79,2015
769,Female,White,Maine,1to25000,79,2016
770,Female,White,Maine,1to25000,79,2017
771,Female,White,Maine,25000to50000,81,2008
772,Female,White,Maine,25000to50000,81,2009
773,Female,White,Maine,25000to50000,81,2010
774,Female,White,Maine,25000to50000,81,2011
775,Female,White,Maine,25000to50000,81,2012
776,Female,White,Maine,25000to50000,81,2013
777,Female,White,Maine,25000to50000,81,2014
778,Female,White,Maine,25000to50000,81,2015
779,Female,White,Maine,25000to50000,81,2016
780,Female,White,Maine,25000to50000,81,2017
781,Female,White,Maine,50001to75000,82,2008
782,Female,White,Maine,50001to75000,82,2009
783,Female,White,Maine,50001to75000,82,2010
784,Female,White,Maine,50001to75000,82,2011
785,Female,White,Maine,50001to75000,82,2012
786,Female,White,Maine,50001to75000,82,2013
787,Female,White,Maine,50001to75000,82,2014
788,Female,White,Maine,50001to75000,82,2015
789,Female,White,Maine,50001to75000,82,2016
790,Female,White,Maine,50001to75000,82,2017
791,Female,White,Maine,75001andmore,82,2008
792,Female,White,Maine,75001andmore,82,2009
793,Female,White,Maine,75001andmore,82,2010
794,Female,White,Maine,75001andmore,82,2011
795,Female,White,Maine,75001andmore,82,2012
796,Female,White,Maine,75001andmore,82,2013
797,Female,White,Maine,75001andmore,82,2014
798,Female,White,Maine,75001andmore,82,2015
799,Female,White,Maine,75001andmore,82,2016
800,Female,White,Maine,75001andmore,82,2017
801,Female,White,Maryland,1to25000,78,2008
802,Female,White,Maryland,1to25000,78,2009
803,Female,White,Maryland,1to25000,78,2010
804,Female,White,Maryland,1to25000,78,2011
805,Female,White,Maryland,1to25000,78,2012
806,Female,White,Maryland,1to25000,78,2013
807,Female,White,Maryland,1to25000,78,2014
808,Female,White,Maryland,1to25000,78,2015
809,Female,White,Maryland,1to25000,78,2016
810,Female,White,Maryland,1to25000,78,2017
811,Female,White,Maryland,25000to50000,79,2008
812,Female,White,Maryland,25000to50000,79,2009
813,Female,White,Maryland,25000to50000,79,2010
814,Female,White,Maryland,25000to50000,79,2011
815,Female,White,Maryland,25000to50000,79,2012
816,Female,White,Maryland,25000to50000,79,2013
817,Female,White,Maryland,25000to50000,79,2014
818,Female,White,Maryland,25000to50000,79,2015
819,Female,White,Maryland,25000to50000,79,2016
820,Female,White,Maryland,25000to50000,79,2017
821,Female,White,Maryland,50001to75000,80,2008
822,Female,White,Maryland,50001to75000,80,2009
823,Female,White,Maryland,50001to75000,80,2010
824,Female,White,Maryland,50001to75000,80,2011
825,Female,White,Maryland,50001to75000,80,2012
826,Female,White,Maryland,50001to75000,80,2013
827,Female,White,Maryland,50001to75000,80,2014
828,Female,White,Maryland,50001to75000,80,2015
829,Female,White,Maryland,50001to75000,80,2016
830,Female,White,Maryland,50001to75000,80,2017
831,Female,White,Maryland,75001andmore,81,2008
832,Female,White,Maryland,75001andmore,81,2009
833,Female,White,Maryland,75001andmore,81,2010
834,Female,White,Maryland,75001andmore,81,2011
835,Female,White,Maryland,75001andmore,81,2012
836,Female,White,Maryland,75001andmore,81,2013
837,Female,White,Maryland,75001andmore,81,2014
838,Female,White,Maryland,75001andmore,81,2015
839,Female,White,Maryland,75001andmore,81,2016
840,Female,White,Maryland,75001andmore,81,2017
841,Female,White,Massachusetts,1to25000,79,2008
842,Female,White,Massachusetts,1to25000,79,2009
843,Female,White,Massachusetts,1to25000,79,2010
844,Female,White,Massachusetts,1to25000,79,2011
845,Female,White,Massachusetts,1to25000,79,2012
846,Female,White,Massachusetts,1to25000,79,2013
847,Female,White,Massachusetts,1to25000,79,2014
848,Female,White,Massachusetts,1to25000,79,2015
849,Female,White,Massachusetts,1to25000,79,2016
850,Female,White,Massachusetts,1to25000,79,2017
851,Female,White,Massachusetts,25000to50000,80,2008
852,Female,White,Massachusetts,25000to50000,80,2009
853,Female,White,Massachusetts,25000to50000,80,2010
854,Female,White,Massachusetts,25000to50000,80,2011
855,Female,White,Massachusetts,25000to50000,80,2012
856,Female,White,Massachusetts,25000to50000,80,2013
857,Female,White,Massachusetts,25000to50000,80,2014
858,Female,White,Massachusetts,25000to50000,80,2015
859,Female,White,Massachusetts,25000to50000,80,2016
860,Female,White,Massachusetts,25000to50000,80,2017
861,Female,White,Massachusetts,50001to75000,81,2008
862,Female,White,Massachusetts,50001to75000,81,2009
863,Female,White,Massachusetts,50001to75000,81,2010
864,Female,White,Massachusetts,50001to75000,81,2011
865,Female,White,Massachusetts,50001to75000,81,2012
866,Female,White,Massachusetts,50001to75000,81,2013
867,Female,White,Massachusetts,50001to75000,81,2014
868,Female,White,Massachusetts,50001to75000,81,2015
869,Female,White,Massachusetts,50001to75000,81,2016
870,Female,White,Massachusetts,50001to75000,81,2017
871,Female,White,Massachusetts,75001andmore,82,2008
872,Female,White,Massachusetts,75001andmore,82,2009
873,Female,White,Massachusetts,75001andmore,82,2010
874,Female,White,Massachusetts,75001andmore,82,2011
875,Female,White,Massachusetts,75001andmore,82,2012
876,Female,White,Massachusetts,75001andmore,82,2013
877,Female,White,Massachusetts,75001andmore,82,2014
878,Female,White,Massachusetts,75001andmore,82,2015
879,Female,White,Massachusetts,75001andmore,82,2016
880,Female,White,Massachusetts,75001andmore,82,2017
881,Female,White,Michigan,1to25000,78,2008
882,Female,White,Michigan,1to25000,78,2009
883,Female,White,Michigan,1to25000,78,2010
884,Female,White,Michigan,1to25000,78,2011
885,Female,White,Michigan,1to25000,78,2012
886,Female,White,Michigan,1to25000,78,2013
887,Female,White,Michigan,1to25000,78,2014
888,Female,White,Michigan,1to25000,78,2015
889,Female,White,Michigan,1to25000,78,2016
890,Female,White,Michigan,1to25000,78,2017
891,Female,White,Michigan,25000to50000,79,2008
892,Female,White,Michigan,25000to50000,79,2009
893,Female,White,Michigan,25000to50000,79,2010
894,Female,White,Michigan,25000to50000,79,2011
895,Female,White,Michigan,25000to50000,79,2012
896,Female,White,Michigan,25000to50000,79,2013
897,Female,White,Michigan,25000to50000,79,2014
898,Female,White,Michigan,25000to50000,79,2015
899,Female,White,Michigan,25000to50000,79,2016
900,Female,White,Michigan,25000to50000,79,2017
901,Female,White,Michigan,50001to75000,81,2008
902,Female,White,Michigan,50001to75000,81,2009
903,Female,White,Michigan,50001to75000,81,2010
904,Female,White,Michigan,50001to75000,81,2011
905,Female,White,Michigan,50001to75000,81,2012
906,Female,White,Michigan,50001to75000,81,2013
907,Female,White,Michigan,50001to75000,81,2014
908,Female,White,Michigan,50001to75000,81,2015
909,Female,White,Michigan,50001to75000,81,2016
910,Female,White,Michigan,50001to75000,81,2017
911,Female,White,Michigan,75001andmore,81,2008
912,Female,White,Michigan,75001andmore,81,2009
913,Female,White,Michigan,75001andmore,81,2010
914,Female,White,Michigan,75001andmore,81,2011
915,Female,White,Michigan,75001andmore,81,2012
916,Female,White,Michigan,75001andmore,81,2013
917,Female,White,Michigan,75001andmore,81,2014
918,Female,White,Michigan,75001andmore,81,2015
919,Female,White,Michigan,75001andmore,81,2016
920,Female,White,Michigan,75001andmore,81,2017
921,Female,White,Minnesota,1to25000,80,2008
922,Female,White,Minnesota,1to25000,80,2009
923,Female,White,Minnesota,1to25000,80,2010
924,Female,White,Minnesota,1to25000,80,2011
925,Female,White,Minnesota,1to25000,80,2012
926,Female,White,Minnesota,1to25000,80,2013
927,Female,White,Minnesota,1to25000,80,2014
928,Female,White,Minnesota,1to25000,80,2015
929,Female,White,Minnesota,1to25000,80,2016
930,Female,White,Minnesota,1to25000,80,2017
931,Female,White,Minnesota,25000to50000,82,2008
932,Female,White,Minnesota,25000to50000,82,2009
933,Female,White,Minnesota,25000to50000,82,2010
934,Female,White,Minnesota,25000to50000,82,2011
935,Female,White,Minnesota,25000to50000,82,2012
936,Female,White,Minnesota,25000to50000,82,2013
937,Female,White,Minnesota,25000to50000,82,2014
938,Female,White,Minnesota,25000to50000,82,2015
939,Female,White,Minnesota,25000to50000,82,2016
940,Female,White,Minnesota,25000to50000,82,2017
941,Female,White,Minnesota,50001to75000,82,2008
942,Female,White,Minnesota,50001to75000,82,2009
943,Female,White,Minnesota,50001to75000,82,2010
944,Female,White,Minnesota,50001to75000,82,2011
945,Female,White,Minnesota,50001to75000,82,2012
946,Female,White,Minnesota,50001to75000,82,2013
947,Female,White,Minnesota,50001to75000,82,2014
948,Female,White,Minnesota,50001to75000,82,2015
949,Female,White,Minnesota,50001to75000,82,2016
950,Female,White,Minnesota,50001to75000,82,2017
951,Female,White,Minnesota,75001andmore,83,2008
952,Female,White,Minnesota,75001andmore,83,2009
953,Female,White,Minnesota,75001andmore,83,2010
954,Female,White,Minnesota,75001andmore,83,2011
955,Female,White,Minnesota,75001andmore,83,2012
956,Female,White,Minnesota,75001andmore,83,2013
957,Female,White,Minnesota,75001andmore,83,2014
958,Female,White,Minnesota,75001andmore,83,2015
959,Female,White,Minnesota,75001andmore,83,2016
960,Female,White,Minnesota,75001andmore,83,2017
961,Female,White,Mississippi,1to25000,78,2008
962,Female,White,Mississippi,1to25000,78,2009
963,Female,White,Mississippi,1to25000,78,2010
964,Female,White,Mississippi,1to25000,78,2011
965,Female,White,Mississippi,1to25000,78,2012
966,Female,White,Mississippi,1to25000,78,2013
967,Female,White,Mississippi,1to25000,78,2014
968,Female,White,Mississippi,1to25000,78,2015
969,Female,White,Mississippi,1to25000,78,2016
970,Female,White,Mississippi,1to25000,78,2017
971,Female,White,Mississippi,25000to50000,79,2008
972,Female,White,Mississippi,25000to50000,79,2009
973,Female,White,Mississippi,25000to50000,79,2010
